"subject" "activity" "domainType" "sensorType" "axisDir" "statsType" "accType" "isJerk" "isMagnitude" "average"
"1286" 4 "STANDING" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.899404775267857
"1287" 4 "STANDING" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.900982100535714
"1288" 4 "STANDING" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.967614073928571
"1289" 4 "STANDING" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.885144317678571
"1290" 4 "STANDING" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.964282784285714
"1291" 4 "STANDING" "time" "gyroscope" "X" "mean" "Body" NA NA -0.0306449342357143
"1292" 4 "STANDING" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.103057894142857
"1293" 4 "STANDING" "time" "gyroscope" "X" "std" "Body" NA NA -0.909687974464286
"1294" 4 "STANDING" "time" "gyroscope" "X" "std" "Body" "Jerk" NA -0.949633878571429
"1295" 4 "STANDING" "time" "gyroscope" "Y" "mean" "Body" NA NA -0.061824850625
"1296" 4 "STANDING" "time" "gyroscope" "Y" "mean" "Body" "Jerk" NA -0.0461257201357143
"1297" 4 "STANDING" "time" "gyroscope" "Y" "std" "Body" NA NA -0.949227146964286
"1298" 4 "STANDING" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.976065174642857
"1299" 4 "STANDING" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.0755636430892857
"1300" 4 "STANDING" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.0490753497867857
"1301" 4 "STANDING" "time" "gyroscope" "Z" "std" "Body" NA NA -0.909995038571428
"1302" 4 "STANDING" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.957982019464286
"1303" 4 "WALKING" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.530045073175
"1304" 4 "WALKING" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.521457615833333
"1305" 4 "WALKING" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.6225549145
"1306" 4 "WALKING" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.539113391083333
"1307" 4 "WALKING" "freq" "accelerometer" "X" "mean" "Body" NA NA -0.426719449666667
"1308" 4 "WALKING" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA -0.358883413666667
"1309" 4 "WALKING" "freq" "accelerometer" "X" "std" "Body" NA NA -0.447234929666667
"1310" 4 "WALKING" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA -0.29732607245
"1311" 4 "WALKING" "freq" "accelerometer" "Y" "mean" "Body" NA NA -0.14939963344
"1312" 4 "WALKING" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.279553391533333
"1313" 4 "WALKING" "freq" "accelerometer" "Y" "std" "Body" NA NA -0.101799450565167
"1314" 4 "WALKING" "freq" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.2099000063
"1315" 4 "WALKING" "freq" "accelerometer" "Z" "mean" "Body" NA NA -0.631005470833333
"1316" 4 "WALKING" "freq" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.728991595666667
"1317" 4 "WALKING" "freq" "accelerometer" "Z" "std" "Body" NA NA -0.594198325666667
"1318" 4 "WALKING" "freq" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.772359087333333
"1319" 4 "WALKING" "freq" "gyroscope" "X" "mean" "Body" NA NA -0.373384540666667
"1320" 4 "WALKING" "freq" "gyroscope" "X" "std" "Body" NA NA -0.542646759
"1321" 4 "WALKING" "freq" "gyroscope" "Y" "mean" "Body" NA NA -0.688460056666667
"1322" 4 "WALKING" "freq" "gyroscope" "Y" "std" "Body" NA NA -0.654657770166667
"1323" 4 "WALKING" "freq" "gyroscope" "Z" "mean" "Body" NA NA -0.601381129166667
"1324" 4 "WALKING" "freq" "gyroscope" "Z" "std" "Body" NA NA -0.716458475166667
"1325" 4 "WALKING" "time" "accelerometer" NA "mean" "Body" NA "Mag" -0.312050574166667
"1326" 4 "WALKING" "time" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.366700879833333
"1327" 4 "WALKING" "time" "accelerometer" NA "mean" "Gravity" NA "Mag" -0.312050574166667
"1328" 4 "WALKING" "time" "accelerometer" NA "std" "Body" NA "Mag" -0.527679103166667
"1329" 4 "WALKING" "time" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.316918956
"1330" 4 "WALKING" "time" "accelerometer" NA "std" "Gravity" NA "Mag" -0.527679103166667
"1331" 4 "WALKING" "time" "accelerometer" "X" "mean" "Body" NA NA 0.278582015166667
"1332" 4 "WALKING" "time" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0783529082183333
"1333" 4 "WALKING" "time" "accelerometer" "X" "mean" "Gravity" NA NA 0.963999696833333
"1334" 4 "WALKING" "time" "accelerometer" "X" "std" "Body" NA NA -0.440829971333333
"1335" 4 "WALKING" "time" "accelerometer" "X" "std" "Body" "Jerk" NA -0.297042612533333
"1336" 4 "WALKING" "time" "accelerometer" "X" "std" "Gravity" NA NA -0.983826494833333
"1337" 4 "WALKING" "time" "accelerometer" "Y" "mean" "Body" NA NA -0.0148399475341667
"1338" 4 "WALKING" "time" "accelerometer" "Y" "mean" "Body" "Jerk" NA 0.00295602428666667
"1339" 4 "WALKING" "time" "accelerometer" "Y" "mean" "Gravity" NA NA -0.0858540265666667
"1340" 4 "WALKING" "time" "accelerometer" "Y" "std" "Body" NA NA -0.0788267367683333
"1341" 4 "WALKING" "time" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.221165131581667
"1342" 4 "WALKING" "time" "accelerometer" "Y" "std" "Gravity" NA NA -0.967963221
"1343" 4 "WALKING" "time" "accelerometer" "Z" "mean" "Body" NA NA -0.11140306485
"1344" 4 "WALKING" "time" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.000767679338333334
"1345" 4 "WALKING" "time" "accelerometer" "Z" "mean" "Gravity" NA NA 0.127764112666667
"1346" 4 "WALKING" "time" "accelerometer" "Z" "std" "Body" NA NA -0.586252806833333
"1347" 4 "WALKING" "time" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.7513913825
"1348" 4 "WALKING" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.962968112
"1349" 4 "WALKING" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.49779220106
"1350" 4 "WALKING" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.6813040365
"1351" 4 "WALKING" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.553116111166667
"1352" 4 "WALKING" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.7301463685
"1353" 4 "WALKING" "time" "gyroscope" "X" "mean" "Body" NA NA -0.0317982557795
"1354" 4 "WALKING" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.115321556475
"1355" 4 "WALKING" "time" "gyroscope" "X" "std" "Body" NA NA -0.500916659
"1356" 4 "WALKING" "time" "gyroscope" "X" "std" "Body" "Jerk" NA -0.492341066833333
"1357" 4 "WALKING" "time" "gyroscope" "Y" "mean" "Body" NA NA -0.0726905278583333
"1358" 4 "WALKING" "time" "gyroscope" "Y" "mean" "Body" "Jerk" NA -0.0393474489133333
"1359" 4 "WALKING" "time" "gyroscope" "Y" "std" "Body" NA NA -0.665394092833333
"1360" 4 "WALKING" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.807419937
"1361" 4 "WALKING" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.0805677161216667
"1362" 4 "WALKING" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.0551166852766667
"1363" 4 "WALKING" "time" "gyroscope" "Z" "std" "Body" NA NA -0.662608226
"1364" 4 "WALKING" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.640454132833333
"1365" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.224143852397778
"1366" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.398523871167778
"1367" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.360659059144444
"1368" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.482948854366667
"1369" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "X" "mean" "Body" NA NA -0.0722392276888889
"1370" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA -0.16163290774
"1371" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "X" "std" "Body" NA NA 0.0390098262533333
"1372" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA -0.208250062317778
"1373" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Y" "mean" "Body" NA NA -0.129606639466667
"1374" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.172941628735556
"1375" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Y" "std" "Body" NA NA -0.32253131772
"1376" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.177202094317778
"1377" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Z" "mean" "Body" NA NA -0.494683451555556
"1378" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.583917371333333
"1379" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Z" "std" "Body" NA NA -0.512694303111111
"1380" 4 "WALKING_DOWNSTAIRS" "freq" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.668867334444444
"1381" 4 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "X" "mean" "Body" NA NA -0.240298893435556
"1382" 4 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "X" "std" "Body" NA NA -0.414919000955556
"1383" 4 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "Y" "mean" "Body" NA NA -0.717545840444444
"1384" 4 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "Y" "std" "Body" NA NA -0.691518367333333
"1385" 4 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "Z" "mean" "Body" NA NA -0.318306481022222
"1386" 4 "WALKING_DOWNSTAIRS" "freq" "gyroscope" "Z" "std" "Body" NA NA -0.621658471333333
"1387" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "mean" "Body" NA "Mag" -0.0491616726733333
"1388" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.228851413747333
"1389" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "mean" "Gravity" NA "Mag" -0.0491616726733333
"1390" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "std" "Body" NA "Mag" -0.0819559041111111
"1391" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.216858921977778
"1392" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" NA "std" "Gravity" NA "Mag" -0.0819559041111111
"1393" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "mean" "Body" NA NA 0.279965329555556
"1394" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0971862748866667
"1395" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "mean" "Gravity" NA NA 0.947731858666667
"1396" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "std" "Body" NA NA 0.0111935496222222
"1397" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "std" "Body" "Jerk" NA -0.145759708684667
"1398" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "X" "std" "Gravity" NA NA -0.955258881333333
"1399" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "mean" "Body" NA NA -0.00980200850666667
"1400" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "mean" "Body" "Jerk" NA 0.00563780215111111
"1401" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "mean" "Gravity" NA NA -0.0620852772955556
"1402" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "std" "Body" NA NA -0.21859832499
"1403" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.146242294857778
"1404" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Y" "std" "Gravity" NA NA -0.932066041111111
"1405" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "mean" "Body" NA NA -0.1067775246
"1406" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.00729137766444445
"1407" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "mean" "Gravity" NA NA 0.148714808888889
"1408" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "std" "Body" NA NA -0.479185977111111
"1409" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.626646986888889
"1410" 4 "WALKING_DOWNSTAIRS" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.937753794444444
"1411" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.3466062928
"1412" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.592843014888889
"1413" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.3805726254
"1414" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.637079543555556
"1415" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "X" "mean" "Body" NA NA -0.102838822533333
"1416" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.0921282734666667
"1417" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "X" "std" "Body" NA NA -0.370244695288889
"1418" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "X" "std" "Body" "Jerk" NA -0.395995494444444
"1419" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Y" "mean" "Body" NA NA -0.0704025952333333
"1420" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Y" "mean" "Body" "Jerk" NA -0.0348434913444444
"1421" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Y" "std" "Body" NA NA -0.699453537111111
"1422" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.816858240222222
"1423" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.05926394948
"1424" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.0492836435688889
"1425" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Z" "std" "Body" NA NA -0.498480800444444
"1426" 4 "WALKING_DOWNSTAIRS" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.325780073711111
"1427" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.426309785173077
"1428" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.569077755673077
"1429" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.426747763653846
"1430" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.645766785192308
"1431" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "X" "mean" "Body" NA NA -0.294488270365385
"1432" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA -0.418304647307692
"1433" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "X" "std" "Body" NA NA -0.173217219014423
"1434" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA -0.396762584807692
"1435" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "Y" "mean" "Body" NA NA -0.117109161492308
"1436" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.297805187243462
"1437" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "Y" "std" "Body" NA NA -0.101434446040385
"1438" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.314525030788462
"1439" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "Z" "mean" "Body" NA NA -0.524655722692308
"1440" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.690106934230769
"1441" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "Z" "std" "Body" NA NA -0.345109817692308
"1442" 4 "WALKING_UPSTAIRS" "freq" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.762772175
"1443" 4 "WALKING_UPSTAIRS" "freq" "gyroscope" "X" "mean" "Body" NA NA -0.3710689925
"1444" 4 "WALKING_UPSTAIRS" "freq" "gyroscope" "X" "std" "Body" NA NA -0.483548693461538
"1445" 4 "WALKING_UPSTAIRS" "freq" "gyroscope" "Y" "mean" "Body" NA NA -0.684310201538462
"1446" 4 "WALKING_UPSTAIRS" "freq" "gyroscope" "Y" "std" "Body" NA NA -0.489824279230769
"1447" 4 "WALKING_UPSTAIRS" "freq" "gyroscope" "Z" "mean" "Body" NA NA -0.350765737115385
"1448" 4 "WALKING_UPSTAIRS" "freq" "gyroscope" "Z" "std" "Body" NA NA -0.424533512307692
"1449" 4 "WALKING_UPSTAIRS" "time" "accelerometer" NA "mean" "Body" NA "Mag" -0.153703935357692
"1450" 4 "WALKING_UPSTAIRS" "time" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.400922254807692
"1451" 4 "WALKING_UPSTAIRS" "time" "accelerometer" NA "mean" "Gravity" NA "Mag" -0.153703935357692
"1452" 4 "WALKING_UPSTAIRS" "time" "accelerometer" NA "std" "Body" NA "Mag" -0.212012300480769
"1453" 4 "WALKING_UPSTAIRS" "time" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.437261477884615
"1454" 4 "WALKING_UPSTAIRS" "time" "accelerometer" NA "std" "Gravity" NA "Mag" -0.212012300480769
"1455" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "X" "mean" "Body" NA NA 0.270876696730769
"1456" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0560971909634615
"1457" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "X" "mean" "Gravity" NA NA 0.946264314423077
"1458" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "X" "std" "Body" NA NA -0.204933042903846
"1459" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "X" "std" "Body" "Jerk" NA -0.380488027307692
"1460" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "X" "std" "Gravity" NA NA -0.958495235576923
"1461" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Y" "mean" "Body" NA NA -0.0319804295729615
"1462" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Y" "mean" "Body" "Jerk" NA 0.0234018993153846
"1463" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Y" "mean" "Gravity" NA NA -0.232944304615385
"1464" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Y" "std" "Body" NA NA -0.0666899105180769
"1465" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.281543175326923
"1466" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Y" "std" "Gravity" NA NA -0.923376019038462
"1467" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Z" "mean" "Body" NA NA -0.114219455519231
"1468" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Z" "mean" "Body" "Jerk" NA 0.00340280836730769
"1469" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Z" "mean" "Gravity" NA NA 0.0841675382884615
"1470" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Z" "std" "Body" NA NA -0.372137777692308
"1471" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.726495311923077
"1472" 4 "WALKING_UPSTAIRS" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.919619453269231
"1473" 4 "WALKING_UPSTAIRS" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.299779407884615
"1474" 4 "WALKING_UPSTAIRS" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.686978374423077
"1475" 4 "WALKING_UPSTAIRS" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.510974134423077
"1476" 4 "WALKING_UPSTAIRS" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.755270457692308
"1477" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "X" "mean" "Body" NA NA 0.0393825198942308
"1478" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.1314720713
"1479" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "X" "std" "Body" NA NA -0.454431043269231
"1480" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "X" "std" "Body" "Jerk" NA -0.533666803846154
"1481" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "Y" "mean" "Body" NA NA -0.0859471683596154
"1482" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "Y" "mean" "Body" "Jerk" NA -0.0390508828865385
"1483" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "Y" "std" "Body" NA NA -0.551185569230769
"1484" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "Y" "std" "Body" "Jerk" NA -0.840722752692308
"1485" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "Z" "mean" "Body" NA NA 0.0843753843384615
"1486" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "Z" "mean" "Body" "Jerk" NA -0.0722496260807692
"1487" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "Z" "std" "Body" NA NA -0.360811047884615
"1488" 4 "WALKING_UPSTAIRS" "time" "gyroscope" "Z" "std" "Body" "Jerk" NA -0.556236584807692
"1489" 5 "LAYING" "freq" "accelerometer" NA "mean" "Body" NA "Mag" -0.965246026442308
"1490" 5 "LAYING" "freq" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.980987202788462
"1491" 5 "LAYING" "freq" "accelerometer" NA "std" "Body" NA "Mag" -0.960894216346154
"1492" 5 "LAYING" "freq" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.979908213942308
"1493" 5 "LAYING" "freq" "accelerometer" "X" "mean" "Body" NA NA -0.968741678461538
"1494" 5 "LAYING" "freq" "accelerometer" "X" "mean" "Body" "Jerk" NA -0.982689657115385
"1495" 5 "LAYING" "freq" "accelerometer" "X" "std" "Body" NA NA -0.964953893653846
"1496" 5 "LAYING" "freq" "accelerometer" "X" "std" "Body" "Jerk" NA -0.985625270384615
"1497" 5 "LAYING" "freq" "accelerometer" "Y" "mean" "Body" NA NA -0.965419520961538
"1498" 5 "LAYING" "freq" "accelerometer" "Y" "mean" "Body" "Jerk" NA -0.965328566153846
"1499" 5 "LAYING" "freq" "accelerometer" "Y" "std" "Body" NA NA -0.972909186730769
"1500" 5 "LAYING" "freq" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.96624258
"1501" 5 "LAYING" "freq" "accelerometer" "Z" "mean" "Body" NA NA -0.977007724615385
"1502" 5 "LAYING" "freq" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.983250309423077
"1503" 5 "LAYING" "freq" "accelerometer" "Z" "std" "Body" NA NA -0.965882191153846
"1504" 5 "LAYING" "freq" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.986135599038462
"1505" 5 "LAYING" "freq" "gyroscope" "X" "mean" "Body" NA NA -0.975797491730769
"1506" 5 "LAYING" "freq" "gyroscope" "X" "std" "Body" NA NA -0.980705769807692
"1507" 5 "LAYING" "freq" "gyroscope" "Y" "mean" "Body" NA NA -0.978249645769231
"1508" 5 "LAYING" "freq" "gyroscope" "Y" "std" "Body" NA NA -0.977257800961538
"1509" 5 "LAYING" "freq" "gyroscope" "Z" "mean" "Body" NA NA -0.963202948461538
"1510" 5 "LAYING" "freq" "gyroscope" "Z" "std" "Body" NA NA -0.963305738076923
"1511" 5 "LAYING" "time" "accelerometer" NA "mean" "Body" NA "Mag" -0.966777882884615
"1512" 5 "LAYING" "time" "accelerometer" NA "mean" "Body" "Jerk" "Mag" -0.980141253846154
"1513" 5 "LAYING" "time" "accelerometer" NA "mean" "Gravity" NA "Mag" -0.966777882884615
"1514" 5 "LAYING" "time" "accelerometer" NA "std" "Body" NA "Mag" -0.958612786346154
"1515" 5 "LAYING" "time" "accelerometer" NA "std" "Body" "Jerk" "Mag" -0.977477145384615
"1516" 5 "LAYING" "time" "accelerometer" NA "std" "Gravity" NA "Mag" -0.958612786346154
"1517" 5 "LAYING" "time" "accelerometer" "X" "mean" "Body" NA NA 0.278334325576923
"1518" 5 "LAYING" "time" "accelerometer" "X" "mean" "Body" "Jerk" NA 0.0848164824230769
"1519" 5 "LAYING" "time" "accelerometer" "X" "mean" "Gravity" NA NA -0.483470597692308
"1520" 5 "LAYING" "time" "accelerometer" "X" "std" "Body" NA NA -0.965934509615385
"1521" 5 "LAYING" "time" "accelerometer" "X" "std" "Body" "Jerk" NA -0.983307862115385
"1522" 5 "LAYING" "time" "accelerometer" "X" "std" "Gravity" NA NA -0.945695336153846
"1523" 5 "LAYING" "time" "accelerometer" "Y" "mean" "Body" NA NA -0.0183042123269231
"1524" 5 "LAYING" "time" "accelerometer" "Y" "mean" "Body" "Jerk" NA 0.00747460829615385
"1525" 5 "LAYING" "time" "accelerometer" "Y" "mean" "Gravity" NA NA 0.954890346153846
"1526" 5 "LAYING" "time" "accelerometer" "Y" "std" "Body" NA NA -0.969295613269231
"1527" 5 "LAYING" "time" "accelerometer" "Y" "std" "Body" "Jerk" NA -0.964560430961538
"1528" 5 "LAYING" "time" "accelerometer" "Y" "std" "Gravity" NA NA -0.985964053846154
"1529" 5 "LAYING" "time" "accelerometer" "Z" "mean" "Body" NA NA -0.107937603673077
"1530" 5 "LAYING" "time" "accelerometer" "Z" "mean" "Body" "Jerk" NA -0.00304067159653846
"1531" 5 "LAYING" "time" "accelerometer" "Z" "mean" "Gravity" NA NA 0.263644691923077
"1532" 5 "LAYING" "time" "accelerometer" "Z" "std" "Body" NA NA -0.968562516346154
"1533" 5 "LAYING" "time" "accelerometer" "Z" "std" "Body" "Jerk" NA -0.985419368461538
"1534" 5 "LAYING" "time" "accelerometer" "Z" "std" "Gravity" NA NA -0.977076645
"1535" 5 "LAYING" "time" "gyroscope" NA "mean" "Body" NA "Mag" -0.946938300576923
"1536" 5 "LAYING" "time" "gyroscope" NA "mean" "Body" "Jerk" "Mag" -0.9864194225
"1537" 5 "LAYING" "time" "gyroscope" NA "std" "Body" NA "Mag" -0.958287921923077
"1538" 5 "LAYING" "time" "gyroscope" NA "std" "Body" "Jerk" "Mag" -0.98377138
"1539" 5 "LAYING" "time" "gyroscope" "X" "mean" "Body" NA NA -0.0218935013501923
"1540" 5 "LAYING" "time" "gyroscope" "X" "mean" "Body" "Jerk" NA -0.102114125
"1541" 5 "LAYING" "time" "gyroscope" "X" "std" "Body" NA NA -0.979498706538462
